GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit,GRE_x_CGPA,TOEFL_x_CGPA,GRE_x_TOEFL,Research_x_CGPA,SOP_x_LOR,UnivRating_x_CGPA,GRE_squared,CGPA_squared,TOEFL_squared,CGPA_cubed,GRE_sqrt,Academic_Score,Application_Strength,Profile_Strength,Test_Score_Avg,SOP_to_LOR_ratio,GRE_to_TOEFL_ratio,CGPA_Achievement,Test_Performance,CGPA_Category,GRE_Category,TOEFL_Category,High_Achiever,Mean_All_Scores,Score_Consistency,Total_Weighted_Score
291,95,3,1.5,2.5,8.7,1,0.34,2531.7,826.4999999999999,27645,8.7,3.75,26.099999999999998,84681,75.68999999999998,9025,658.5029999999998,17.05872210923198,84.54754901960784,44.0,73.9285294117647,82.37745098039215,0.6,3.0631578947368423,0.8699999999999999,0.38125,2,0,0,0,0.6529248366013072,0.2258071804381089,106.65
310,93,3,4.0,1.5,7.89,1,0.37,2445.9,733.77,28830,7.89,6.0,23.669999999999998,96100,62.25209999999999,8649,491.1690689999999,17.60681686165901,82.84676470588235,56.00000000000001,76.50805882352941,84.33823529411765,2.6666666666666665,3.3333333333333335,0.7889999999999999,0.475,1,1,0,0,0.6959607843137254,0.21318641257169818,108.065
322,111,3,2.5,1.5,7.16,1,0.45,2305.52,794.76,35742,7.16,3.75,21.48,103684,51.2656,12321,367.06169600000004,17.944358444926362,84.9120588235294,44.0,74.14723529411764,93.6029411764706,1.6666666666666667,2.900900900900901,0.716,0.775,1,2,3,0,0.6646764705882353,0.2487620939314562,109.86000000000001
301,101,4,4.0,3.5,7.27,0,0.38,2188.27,734.27,30401,0.0,14.0,29.08,90601,52.85289999999999,10201,384.24058299999996,17.349351572897472,81.10696078431371,76.00000000000001,71.46417647058823,86.34803921568628,1.1428571428571428,2.98019801980198,0.727,0.51875,1,0,1,0,0.7923267973856208,0.06916108116578279,105.54499999999999
311,117,5,1.5,1.5,7.5,1,0.56,2332.5,877.5,36387,7.5,2.25,37.5,96721,56.25,13689,421.875,17.635192088548397,86.38970588235294,44.0,75.03382352941176,94.48529411764706,1.0,2.658119658119658,0.75,0.78125,1,1,3,0,0.7066176470588235,0.2934869708796705,109.75
333,110,2,2.5,3.0,7.58,0,0.5,2524.14,833.8,36630,0.0,7.5,15.16,110889,57.4564,12100,435.519512,18.24828759089466,87.51607843137255,52.0,68.10964705882353,94.80392156862744,0.8333333333333334,3.0272727272727273,0.758,0.83125,1,3,3,0,0.6923464052287582,0.18191657914701054,112.88000000000001
314,117,2,3.0,4.0,9.45,1,0.69,2967.2999999999997,1105.6499999999999,36738,9.45,12.0,18.9,98596,89.30249999999998,13689,843.9086249999998,17.72004514666935,94.49852941176471,64.00000000000001,85.89911764705883,94.92647058823529,0.75,2.6837606837606836,0.945,0.8,3,1,3,0,0.773921568627451,0.13787545154380565,118.42500000000001
338,92,3,4.0,1.5,8.55,1,0.5,2889.9,786.6,31096,8.55,6.0,25.650000000000002,114244,73.1025,8464,625.0263750000001,18.384776310850235,88.16078431372549,56.00000000000001,79.69647058823529,88.0392156862745,2.6666666666666665,3.6739130434782608,0.8550000000000001,0.6375,2,3,0,0,0.7192973856209149,0.23480292193491417,115.825
316,115,3,2.5,3.5,8.43,0,0.52,2663.88,969.4499999999999,36340,0.0,8.75,25.29,99856,71.0649,13225,599.077107,17.776388834631177,90.20774509803921,60.0,72.12464705882353,94.38725490196079,0.7142857142857143,2.747826086956522,0.843,0.7875,2,2,3,0,0.7551241830065359,0.16894176570618383,113.705
331,96,1,3.5,2.0,7.16,1,0.41,2369.96,687.36,31776,7.16,7.0,7.16,109561,51.2656,9216,367.06169600000004,18.193405398660254,82.71352941176471,48.0,74.02811764705882,88.67647058823529,1.75,3.4479166666666665,0.716,0.64375,1,3,0,0,0.6315882352941177,0.18626391813024828,109.66
317,104,5,4.5,5.0,9.48,0,0.72,3005.1600000000003,985.9200000000001,32968,0.0,22.5,47.400000000000006,100489,89.8704,10816,851.9713920000002,17.804493814764857,92.21901960784314,96.0,84.13141176470589,89.95098039215686,0.9,3.048076923076923,0.9480000000000001,0.65625,3,2,1,0,0.941169934640523,0.0450308136631114,118.18
305,95,4,3.5,3.0,9.06,0,0.44,2763.3,860.7,28975,0.0,10.5,36.24,93025,82.0836,9025,743.6774160000001,17.46424919657298,87.42872549019609,68.0,72.85723529411766,84.43627450980392,1.1666666666666667,3.210526315789474,0.906,0.46875,3,1,0,0,0.7824542483660131,0.11705495733754019,111.21000000000001
304,107,2,2.0,4.0,7.01,0,0.34,2131.04,750.0699999999999,32528,0.0,8.0,14.02,92416,49.1401,11449,344.47210099999995,17.435595774162696,81.62578431372549,56.00000000000001,65.7754705882353,89.28921568627452,0.5,2.8411214953271027,0.701,0.6125,1,0,2,0,0.6811307189542485,0.18299786667608156,104.885
336,115,1,1.0,3.0,9.01,1,0.64,3027.36,1036.1499999999999,38640,9.01,3.0,9.01,112896,81.1801,13225,731.432701,18.33030277982336,94.58656862745099,36.0,77.55194117647059,97.32843137254903,0.3333333333333333,2.9217391304347826,0.901,0.9125,3,3,3,1,0.6412614379084969,0.29861727877825306,119.235
340,107,1,4.5,1.0,8.5,1,0.57,2890.0,909.5,36380,8.5,4.5,8.5,115600,72.25,11449,614.125,18.439088914585774,91.29166666666666,48.00000000000001,79.175,94.58333333333333,4.5,3.177570093457944,0.85,0.8375,2,3,2,0,0.6736111111111112,0.2884055786176436,117.8
333,114,2,1.0,3.5,7.05,1,0.54,2347.65,803.6999999999999,37962,7.05,3.5,14.1,110889,49.7025,12996,350.402625,18.24828759089466,86.22941176470589,44.0,74.93764705882353,96.4705882352941,0.2857142857142857,2.9210526315789473,0.705,0.88125,1,3,3,0,0.655735294117647,0.27941334984070487,112.125
292,93,4,4.5,5.0,8.23,0,0.4,2403.1600000000003,765.39,27156,0.0,22.5,32.92,85264,67.7329,8649,557.4417670000001,17.08800749063506,82.35382352941176,92.0,77.01229411764704,81.69117647058823,0.9,3.139784946236559,0.8230000000000001,0.36250000000000004,2,0,0,0,0.8594705882352941,0.07635391461357177,106.90500000000002
326,108,1,3.0,3.5,8.31,1,0.54,2709.06,897.48,35208,8.31,10.5,8.31,106276,69.05610000000001,11664,573.8561910000001,18.05547008526779,89.29882352941176,56.00000000000001,80.37929411764706,92.94117647058823,0.8571428571428571,3.0185185185185186,0.8310000000000001,0.7625,2,3,2,0,0.6983039215686274,0.13127467492557965,114.98500000000001
340,119,1,5.0,4.5,7.32,0,0.65,2488.8,871.08,40460,0.0,22.5,7.32,115600,53.58240000000001,14161,392.22316800000004,18.439088914585774,89.07166666666666,80.0,77.44299999999998,99.58333333333333,1.1111111111111112,2.857142857142857,0.732,0.9875,1,3,3,0,0.8039444444444445,0.10350660741120724,116.47
296,118,5,4.0,4.5,9.75,1,0.73,2886.0,1150.5,34928,9.75,18.0,48.75,87616,95.0625,13924,926.859375,17.204650534085253,94.05392156862746,88.00000000000001,92.83235294117648,92.69607843137256,0.8888888888888888,2.5084745762711864,0.975,0.7,3,0,3,0,0.9214869281045752,0.06821613433958881,117.525
310,111,4,5.0,2.0,9.45,0,0.59,2929.5,1048.9499999999998,34410,0.0,10.0,37.8,96100,89.30249999999998,12321,843.9086249999998,17.60681686165901,92.83676470588235,72.00000000000001,77.3020588235294,91.83823529411765,2.5,2.7927927927927927,0.945,0.7,3,1,3,0,0.8302941176470587,0.22024244269444035,116.225
298,115,1,2.5,2.0,8.89,0,0.4,2649.2200000000003,1022.35,34270,0.0,5.0,8.89,88804,79.03210000000001,13225,702.5953690000001,17.26267650163207,90.19480392156864,40.0,66.11688235294119,91.74019607843138,1.25,2.591304347826087,0.889,0.675,2,0,3,0,0.6373006535947713,0.22826891922645434,110.46499999999999
328,103,4,4.0,3.5,8.24,0,0.64,2702.7200000000003,848.72,33784,0.0,14.0,32.96,107584,67.8976,10609,559.476224,18.110770276274835,88.18303921568629,76.00000000000001,75.70982352941178,91.15196078431373,1.1428571428571428,3.1844660194174756,0.8240000000000001,0.7124999999999999,2,3,1,0,0.8245065359477124,0.08577027371940903,114.64000000000001
307,109,2,2.5,2.5,8.08,1,0.43,2480.56,880.72,33463,8.08,6.25,16.16,94249,65.2864,11881,527.5141120000001,17.52141546793523,86.63127450980393,48.00000000000001,76.37876470588236,90.56372549019608,1.0,2.81651376146789,0.808,0.65625,2,1,2,0,0.6698790849673203,0.18622922281277507,110.03
293,94,3,3.0,4.5,8.83,0,0.34,2587.19,830.02,27542,0.0,13.5,26.490000000000002,85849,77.9689,8836,688.465387,17.11724276862369,85.0650980392157,72.00000000000001,72.63905882352942,82.25490196078431,0.6666666666666666,3.117021276595745,0.883,0.38125,2,0,0,0,0.7713496732026144,0.1102939315728278,108.105
314,119,1,3.5,4.5,8.5,0,0.55,2669.0,1011.5,37366,0.0,15.75,8.5,98596,72.25,14161,614.125,17.72004514666935,91.11519607843137,68.0,75.06911764705882,95.75980392156863,0.7777777777777778,2.638655462184874,0.85,0.825,2,1,3,0,0.7608660130718955,0.09779774183662397,114.65
303,92,5,4.5,2.5,6.99,0,0.34,2117.9700000000003,643.08,27876,0.0,11.25,34.95,91809,48.8601,8464,341.532099,17.406895185529212,78.3178431372549,76.0,69.79070588235294,82.8921568627451,1.8,3.2934782608695654,0.6990000000000001,0.41874999999999996,0,0,0,0,0.7928071895424837,0.1468333803465893,103.61500000000001
339,92,2,5.0,2.0,8.4,0,0.49,2847.6,772.8000000000001,31188,0.0,10.0,16.8,114921,70.56,8464,592.7040000000001,18.411952639521967,87.66372549019609,64.00000000000001,71.79823529411766,88.18627450980392,2.5,3.6847826086956523,0.8400000000000001,0.64375,2,3,0,0,0.7339542483660132,0.2197910440334031,115.0
298,120,4,4.0,4.0,9.32,0,0.61,2777.36,1118.4,35760,0.0,16.0,37.28,88804,86.86240000000001,14400,809.5575680000001,17.26267650163207,92.95647058823529,80.00000000000001,79.77388235294117,93.82352941176471,1.0,2.4833333333333334,0.932,0.7375,3,0,3,0,0.8680784313725489,0.07733318378858388,115.22
315,110,2,2.5,2.0,8.23,0,0.47,2592.4500000000003,905.3000000000001,34650,0.0,5.0,16.46,99225,67.7329,12100,557.4417670000001,17.74823934929885,88.26313725490196,44.00000000000001,66.15788235294117,92.15686274509804,1.25,2.8636363636363638,0.8230000000000001,0.71875,2,2,3,0,0.6610228758169935,0.22022149962385199,111.055
291,102,1,2.5,4.5,6.96,1,0.34,2025.36,709.92,29682,6.96,11.25,6.96,84681,48.4416,10404,337.153536,17.05872210923198,79.04588235294116,60.00000000000001,75.4275294117647,85.29411764705883,0.5555555555555556,2.8529411764705883,0.696,0.46875,0,0,1,0,0.6669803921568627,0.14736941131389328,102.61
309,96,4,4.0,2.5,9.25,1,0.5,2858.25,888.0,29664,9.25,10.0,37.0,95481,85.5625,9216,791.453125,17.578395831246947,88.80882352941177,68.0,83.68529411764706,85.44117647058825,1.6,3.21875,0.925,0.5062500000000001,3,1,0,0,0.7889705882352941,0.1527034351294889,113.825
317,103,3,2.0,3.5,7.43,0,0.34,2355.31,765.29,32651,0.0,7.0,22.29,100489,55.204899999999995,10609,410.17240699999996,17.804493814764857,83.8106862745098,56.00000000000001,67.08641176470589,89.5343137254902,0.5714285714285714,3.0776699029126213,0.743,0.64375,1,2,1,0,0.7056143790849672,0.18293820252715873,108.355
336,94,2,1.5,1.5,7.61,1,0.43,2556.96,715.34,31584,7.61,2.25,15.22,112896,57.9121,8836,440.71108100000004,18.33030277982336,84.61156862745098,32.0,70.36694117647059,88.57843137254902,1.0,3.574468085106383,0.761,0.6499999999999999,1,3,0,0,0.5887614379084967,0.27811647434586817,110.935
296,92,1,2.5,3.5,7.31,1,0.34,2163.7599999999998,672.52,27232,7.31,8.75,7.31,87616,53.436099999999996,8464,390.61789099999993,17.204650534085253,78.87725490196078,52.0,72.92635294117648,81.86274509803921,0.7142857142857143,3.217391304347826,0.731,0.375,1,0,0,0,0.6280424836601307,0.12130461173168186,102.835
333,92,5,2.0,3.0,7.83,0,0.48,2607.39,720.36,30636,0.0,6.0,39.15,110889,61.3089,8464,480.04868700000003,18.24828759089466,84.76607843137255,60.00000000000001,68.85964705882353,87.30392156862746,0.6666666666666666,3.619565217391304,0.783,0.60625,1,3,0,0,0.7548464052287581,0.19454319194784597,111.555
297,99,4,2.0,3.5,9.16,0,0.34,2720.52,906.84,29403,0.0,7.0,36.64,88209,83.9056,9801,768.575296,17.233687939614086,87.83852941176471,60.00000000000001,70.70311764705883,84.92647058823529,0.5714285714285714,3.0,0.916,0.46875,3,0,0,0,0.7524215686274509,0.18611226882985588,110.06
336,101,2,2.0,1.5,8.42,0,0.49,2829.12,850.42,33936,0.0,3.0,16.84,112896,70.8964,10201,596.947688,18.33030277982336,89.30990196078432,36.00000000000001,64.3859411764706,91.49509803921569,1.3333333333333333,3.3267326732673266,0.842,0.7375,2,3,1,0,0.6286503267973856,0.27204088210757965,114.07
324,102,2,1.0,4.0,7.44,1,0.4,2410.56,758.88,33048,7.44,4.0,14.88,104976,55.35360000000001,10404,411.83078400000005,18.0,84.36294117647058,48.00000000000001,75.01776470588236,90.1470588235294,0.25,3.176470588235294,0.744,0.675,1,2,1,0,0.6578235294117646,0.26380846989611106,110.13999999999999
303,103,3,1.0,4.5,9.54,0,0.48,2890.62,982.6199999999999,31209,0.0,4.5,28.619999999999997,91809,91.01159999999999,10609,868.2506639999998,17.406895185529212,90.80950980392157,56.00000000000001,71.28570588235294,87.47549019607843,0.2222222222222222,2.941747572815534,0.954,0.5562499999999999,3,0,1,0,0.7339183006535949,0.2820320007147122,112.94
306,120,3,5.0,2.0,9.54,1,0.68,2919.24,1144.8,36720,9.54,10.0,28.619999999999997,93636,91.01159999999999,14400,868.2506639999998,17.4928556845359,94.65999999999998,68.0,87.19599999999998,95.0,2.5,2.55,0.954,0.7875,3,1,3,0,0.809,0.2283912432647101,117.84
325,104,5,2.5,1.5,9.52,0,0.56,3094.0,990.0799999999999,33800,0.0,3.75,47.599999999999994,105625,90.6304,10816,862.8014079999999,18.027756377319946,93.20254901960784,52.0,71.5215294117647,91.12745098039217,1.6666666666666667,3.125,0.952,0.70625,3,3,1,0,0.7624248366013072,0.26670059807191754,117.16999999999999
339,103,5,2.5,1.0,7.55,1,0.55,2559.45,777.65,34917,7.55,2.5,37.75,114921,57.0025,10609,430.36887499999995,18.411952639521967,86.55539215686274,48.00000000000001,76.33323529411764,92.76960784313727,2.5,3.29126213592233,0.755,0.78125,1,3,1,0,0.7183986928104575,0.28254138183469346,113.675
329,105,1,3.5,3.5,8.21,0,0.52,2701.09,862.0500000000001,34545,0.0,12.25,8.21,108241,67.40410000000001,11025,553.3876610000002,18.138357147217054,88.58264705882353,60.0,71.14958823529412,92.13235294117648,1.0,3.1333333333333333,0.8210000000000001,0.74375,2,3,2,0,0.710607843137255,0.10330667617613373,114.035
293,93,1,2.0,3.5,9.87,0,0.34,2891.91,917.91,27249,0.0,7.0,9.87,85849,97.41689999999998,8649,961.5048029999998,17.11724276862369,89.01676470588235,48.0,67.8100588235294,81.83823529411765,0.5714285714285714,3.150537634408602,0.9869999999999999,0.36875,3,0,0,0,0.6539607843137255,0.19705212069372963,110.095
291,120,5,5.0,3.0,9.21,1,0.68,2680.11,1105.2,34920,9.21,15.0,46.050000000000004,84681,84.82410000000002,14400,781.2299610000002,17.05872210923198,91.79588235294118,84.00000000000001,90.2775294117647,92.79411764705883,1.6666666666666667,2.425,0.921,0.69375,3,0,3,0,0.8961470588235293,0.14788899606025238,114.685
295,110,5,4.0,2.0,6.88,1,0.47,2029.6,756.8,32450,6.88,8.0,34.4,87025,47.334399999999995,12100,325.660672,17.175564037317667,80.80431372549019,68.00000000000001,78.88258823529411,89.21568627450979,2.0,2.6818181818181817,0.688,0.59375,0,0,3,0,0.7787189542483658,0.18398672603107116,104.83
331,109,4,1.5,2.5,7.0,1,0.47,2317.0,763.0,36079,7.0,3.75,28.0,109561,49.0,11881,343.0,18.193405398660254,84.78186274509802,48.00000000000001,75.26911764705882,94.09313725490196,0.6,3.036697247706422,0.7,0.8062499999999999,1,3,2,0,0.6969771241830065,0.2511691998151723,111.05
293,94,3,2.5,3.5,8.25,1,0.37,2417.25,775.5,27542,8.25,8.75,24.75,85849,68.0625,8836,561.515625,17.11724276862369,82.74509803921568,60.0,77.6470588235294,82.25490196078431,0.7142857142857143,3.117021276595745,0.825,0.38125,2,0,0,0,0.7116830065359476,0.12880263656047136,106.325
318,114,1,4.5,3.0,9.64,1,0.67,3065.52,1098.96,36252,9.64,13.5,9.64,101124,92.92960000000001,12996,895.8413440000002,17.832554500127006,95.04529411764706,64.00000000000001,86.22717647058823,94.26470588235294,1.5,2.789473684210526,0.9640000000000001,0.7875,3,2,3,0,0.7582156862745099,0.13660104109803023,119.44
307,108,3,5.0,5.0,8.48,1,0.58,2603.36,915.84,33156,8.48,25.0,25.44,94249,71.91040000000001,11664,609.800192,17.52141546793523,88.0229411764706,92.0,90.41376470588236,90.14705882352942,1.0,2.8425925925925926,0.8480000000000001,0.64375,2,1,2,0,0.8751568627450981,0.060259443688381445,114.03000000000002
315,117,3,3.0,1.5,8.35,0,0.48,2630.25,976.9499999999999,36855,0.0,4.5,25.049999999999997,99225,69.7225,13689,582.182875,17.74823934929885,90.20147058823528,48.0,68.52088235294116,95.0735294117647,2.0,2.6923076923076925,0.835,0.80625,2,2,3,0,0.706078431372549,0.2495652552119316,112.77499999999999
333,99,5,3.5,4.0,7.13,1,0.57,2374.29,705.87,32967,7.13,14.0,35.65,110889,50.8369,9801,362.46709699999997,18.24828759089466,83.42441176470588,80.0,84.05464705882352,90.2205882352941,0.875,3.3636363636363638,0.713,0.69375,1,3,0,0,0.836235294117647,0.10032143081599693,112.405
323,120,4,1.5,2.5,8.85,0,0.65,2858.5499999999997,1062.0,38760,0.0,3.75,35.4,104329,78.32249999999999,14400,693.1541249999999,17.97220075561143,93.65,48.00000000000001,70.59,97.5,0.6,2.691666666666667,0.885,0.89375,2,2,3,1,0.7391666666666666,0.27679595372765115,116.575
299,117,2,5.0,2.5,9.36,0,0.55,2798.64,1095.12,34983,0.0,12.5,18.72,89401,87.60959999999999,13689,820.0258559999999,17.291616465790582,92.59441176470588,68.00000000000001,75.95664705882353,92.72058823529412,2.0,2.5555555555555554,0.9359999999999999,0.70625,3,0,3,0,0.7817352941176471,0.183607968104756,114.36000000000001
325,101,4,2.0,4.0,7.99,1,0.59,2596.75,806.99,32825,7.99,8.0,31.96,105625,63.84010000000001,10201,510.08239900000007,18.027756377319946,86.45754901960785,64.00000000000001,81.07452941176471,89.87745098039215,0.5,3.217821782178218,0.799,0.66875,1,3,1,0,0.7660915032679738,0.18855129741536264,113.11500000000001
303,117,4,5.0,4.0,9.22,0,0.61,2793.6600000000003,1078.74,35451,0.0,20.0,36.88,91809,85.00840000000001,13689,783.7774480000002,17.406895185529212,92.44617647058824,88.00000000000001,81.86770588235295,93.30882352941177,1.25,2.58974358974359,0.922,0.73125,3,0,3,0,0.898029411764706,0.07018808542509287,115.92
320,93,3,3.5,5.0,9.81,1,0.61,3139.2000000000003,912.33,29760,9.81,17.5,29.43,102400,96.23610000000001,8649,944.0761410000001,17.88854381999832,91.55617647058824,80.0,88.93370588235294,85.80882352941177,0.7,3.4408602150537635,0.9810000000000001,0.5375,3,2,0,0,0.8328627450980393,0.11980564768821662,118.285
337,110,4,3.5,1.5,7.44,1,0.57,2507.28,818.4000000000001,37070,7.44,5.25,29.76,113569,55.35360000000001,12100,411.83078400000005,18.35755975068582,87.3678431372549,56.00000000000001,79.22070588235293,95.3921568627451,2.3333333333333335,3.0636363636363635,0.744,0.85625,1,3,3,0,0.7419738562091504,0.24043831383637,114.44
